Ragione Sociale;Data contabile;Data valuta;Banca;Rapporto;Importo;Divisa;Descrizione;Categoria/sottocategoria;Hashtag
CERALDI GROUP S.R.L.;13/01/2025;13/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT84969230 COMM.BON. TELEMATICO SCT;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;13/01/2025;13/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;857,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 11/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;13/01/2025;13/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;6,3;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 11/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;14/01/2025;14/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;3000;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;14/01/2025;14/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT85913256 COMM.BON. TELEMATICO SCT;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;14/01/2025;14/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;622,2;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 13/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;14/01/2025;14/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,2;EUR;SPESE - RILASCIO CARNET ASSEGNI;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;14/01/2025;14/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1828,06;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT85913256/00621136 FAVORE Arval Service Lease Italia spa NOTPROVIDE - saldo fatture FC0010788867 - FT0010844970 - FC0010966221;Servizi - Noleggi;
CERALDI GROUP S.R.L.;14/01/2025;14/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;107,2;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 13/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;15/01/2025;14/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-40,38;EUR;SPESE - FATTURA TECMARKET N. 044025 DEL 2025-01-14 NEGOZIO : 3757283 / 00007;Operazioni Finanziarie - Provvigioni POS;
CERALDI GROUP S.R.L.;15/01/2025;14/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-60,09;EUR;SPESE - FATTURA TECMARKET N. 061599 DEL 2025-01-14 NEGOZIO : 3757283 / 00010;Operazioni Finanziarie - Provvigioni POS;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-3306,83;EUR;ADDEBITO NEXI - SDD CORE: 8000640000050340753904 NEXI S.P.A. CORSO SEMPIONE, 55;Altre passività - Addebito carta di credito;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 73029412064789;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-293,46;EUR;ADDEBITO DIRETTO SDD - SDD B2B : 73029412064789 PERFETTI VAN MELLE S.P.A.;Fornitori - Generico;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 73029412064789;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;51,4;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 14/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;27;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 14/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;5000;EUR;BONIF. VS. FAVORE - BON.DA CERALDI VALERIO, PIANTADOSI CARMELI - Finanziamento infruttifero da Ceraldi Valerio per pagamento mutuo gennaio 2025;Patrimonio - fonti finanziamento - Prestiti e mutui;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;29;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 14/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-215,99;EUR;ADDEBITO DIRETTO SDD - SDD B2B : 73029412064789 PERFETTI VAN MELLE S.P.A.;Fornitori - Generico;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;575,4;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 14/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-263,12;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B19539131/90509105 FAVORE FoodNess. spa - ADD.TOT - saldo fattura 0002772/A3;Fornitori - Generico;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B19539131 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;5000;EUR;BONIF. VS. FAVORE - BON.DA CERALDI VINCENZO - finanziamento infruttifero per pagamento F24 societa;Intercompany in entrata - Prestiti a soci in entrata;
CERALDI GROUP S.R.L.;15/01/2025;13/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-668,02;EUR;PRELIEVO ASSEGNO - DM 06230 CRA: 50141690282810 NUM: 0208768648;Fornitori - Generico;
CERALDI GROUP S.R.L.;15/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;8;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 14/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;16/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-568,73;EUR;PRELIEVO ASSEGNO - DM 03069 CRA: 01515537994201 NUM: 0208768547;Fornitori - Materie prime, beni e servizi;
CERALDI GROUP S.R.L.;16/01/2025;15/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1216,26;EUR;I24 AGENZIA ENTRATE - PAG.TO TELEMATICO - DATA INCASSO 15/01/2025 2025-01-15-22.40.17.970858001084;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;16/01/2025;16/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;84,9;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 15/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;16/01/2025;16/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;193,87;EUR;BONIF. VS. FAVORE - BON.DA I VIAGGI DI CHRIS TOUR SRL - ACCONTO BAR CERALDI NR.PRT.24.5623;Ricavi - Ricavi dalle vendite;
CERALDI GROUP S.R.L.;17/01/2025;17/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-4680,97;EUR;RIMBORSO FINANZ. - MUTUO N.1788 5217466 RATA 17/01/2025;Altre passività - Mutui;
CERALDI GROUP S.R.L.;17/01/2025;17/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2,85;EUR;COMMISSIONI - BOLL.CBILL AGENZIA DELLE ENTRATE - R CBILL 180071112083057016;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;17/01/2025;17/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;375,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 16/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;17/01/2025;17/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-781,71;EUR;PAG. UTENZE VARIE - BOLL.CBILL AGENZIA DELLE ENTRATE - R CBILL 180071112083057016;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;17/01/2025;16/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;466,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 15/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;17/01/2025;17/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;87,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 16/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1500;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;20/01/2025;17/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-5498,79;EUR;I24 AGENZIA ENTRATE - PAG.TO TELEMATICO - DATA INCASSO 17/01/2025 2025-01-17-22.33.27.080057002420;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;165;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 18/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;26,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 19/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1164,9;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 18/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;874,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 17/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;2,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 18/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;24,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 17/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;101,5;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 17/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;602;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 19/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;20/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;82;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 19/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;21/01/2025;21/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;801,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 20/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;21/01/2025;21/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;102,1;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 20/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;21/01/2025;21/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;7;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 20/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;21/01/2025;20/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1050,2;EUR;PRELIEVO ASSEGNO - DM 02008 CRA: 25020800068708 NUM: 0208768741;Fornitori - Generico;
CERALDI GROUP S.R.L.;22/01/2025;22/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-68,32;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B22931097/90436128 FAVORE Testo S.p.A. - ADD.TOT - Fattura N 9280 N 6314 N 7295;Fornitori - Generico;
CERALDI GROUP S.R.L.;22/01/2025;22/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B22931097 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;22/01/2025;22/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;581,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 21/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;22/01/2025;22/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;68,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 21/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;23/01/2025;23/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2,85;EUR;COMMISSIONI - BOLL.CBILL COMUNE DI NAPOLI CBILL 302000600005080318;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;23/01/2025;23/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;61,5;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 22/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;23/01/2025;23/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;654,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 22/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/01/2025;23/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;3,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 22/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;23/01/2025;23/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-29,4;EUR;PAG. UTENZE VARIE - BOLL.CBILL COMUNE DI NAPOLI CBILL 302000600005080318;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;24/01/2025;24/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-512,61;EUR;RIMBORSO FINANZ. - MUTUO N.1788 4851906 RATA 24/01/2025;Altre passività - Mutui;
CERALDI GROUP S.R.L.;24/01/2025;28/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;129,36;EUR;ACQ.VEND.DIV.ESTERE - 24-01 N.142438 VERSAM. B/B SU CONTO;Immobilizzazioni - decremento - Valuta estera;
CERALDI GROUP S.R.L.;24/01/2025;22/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-988,54;EUR;PRELIEVO ASSEGNO - DM 03069 CRA: 01523560814302 NUM: 0208768742;Fornitori - Generico;
CERALDI GROUP S.R.L.;24/01/2025;24/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;431,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 23/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;24/01/2025;24/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;27,2;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 23/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;24/01/2025;24/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;4000;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;24/01/2025;24/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;114;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 23/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;25/01/2025;25/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2191,07;EUR;RIMBORSO FINANZ. - MUTUO N.1788 7629783 RATA 25/01/2025;Altre passività - Mutui;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;13;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 24/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;131,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 26/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;690,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 25/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;90,6;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 25/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;639,27;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 24/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;716,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 26/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-43,86;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 3F3811A21532878 FASTWEB SpA;Utenze - Internet e spese telefoniche;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 3F3811A21532878;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;129,87;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 24/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;17;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 26/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;406,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 25/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;27/01/2025;27/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;22,5;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 25/01/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;28/01/2025;28/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;700;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 27/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/01/2025;28/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;10,4;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 27/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/01/2025;28/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 2C1071107297049T;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;28/01/2025;28/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;100,7;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 27/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;28/01/2025;28/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2874,54;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 2C1071107297049T ENEL ENERGIA;Utenze - Acqua, luce e gas;
CERALDI GROUP S.R.L.;29/01/2025;29/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-110,84;EUR;SPESE - COMMISSIONI 12/24 NUMIA INTERNAZIONALE PDV: 3757283/00011;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;29/01/2025;29/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-13,78;EUR;SPESE - COMMISSIONI 12/24 NUMIA PAGOBANCOMAT PDV: 3757283/00012;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;29/01/2025;29/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-136,52;EUR;SPESE - COMMISSIONI 12/24 NUMIA INTERNAZIONALE PDV: 3757283/00012;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;29/01/2025;29/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-10,77;EUR;SPESE - COMMISSIONI 12/24 NUMIA PAGOBANCOMAT PDV: 3757283/00011;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;29/01/2025;29/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;199,1;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 28/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;29/01/2025;19/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1297,95;EUR;PRELIEVO ASSEGNO - DM 05387 CRA: 25012800567502 NUM: 0208768538;Fornitori - Generico;
CERALDI GROUP S.R.L.;29/01/2025;29/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;28,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 28/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/01/2025;29/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;641,9;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 28/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/01/2025;30/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;604,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 29/01/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/01/2025;30/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-557,02;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT92201173/00252400 FAVORE Edenred Italia S.r.l. NOTPROVIDE - CODICE CLIENTE 710960 e P.IVA 04523831214;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;30/01/2025;30/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;6600;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;30/01/2025;30/01/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT92201173 COMM.BON. TELEMATICO SCT;Operazioni Finanziarie - Commissioni;
